Job_Title,Nivel_Jerarquico,Area_Mayor,Area_Menor
Senior Recruitment Business Partner,Director,Comercial,Negocios
Senior Recruitment Manager,Gerente,,
"Senior Regional Brand Manager - Raid & Baygon (CAMA), Ziploc",Gerente,Comercial,Ventas
Senior Regional Brand Manager for Knorr LATAM,Gerente,Comercial,Ventas
Senior Regional Buyer,Gerente,Administración,Compras
Senior Regional Clinical Research Manager Coordinator,Gerente,Comercial,Ventas
Senior Regional Clinical Trial Manager/ Regional Clinical Trial Manager Trainer /TMF representative,Gerente,Comercial,Ventas
Senior Regional Demand Planner North America,Gerente,,
Senior Regional Director,Director,Comercial,Ventas
Senior Regional Maintenance Expert,,Operaciones,Mantenimiento
Senior Regional Manager,Gerente,,
Senior Regional Marketing Director,Director,Marketing,
Senior Regional Marketing Manager,Gerente,Marketing,
Senior Regional Marketing Manager Latin America,Gerente,Marketing,
Senior Regional Operations Manager - LatAm,Gerente,Operaciones,
Senior Regional Quality Operations Manager. Mexico-Central America & Caribe,Gerente,Operaciones,Producción
Senior Regional Sales Manager,Gerente,Comercial,Ventas
Senior Regional Sales Manager SMC&GM,Gerente,Comercial,Ventas
Senior Regional Security and Crisis Management Director LATAM,Director,Comercial,Ventas
Senior Regional Vice President,Director General,,
Senior Regulatory Affairs Manager,Gerente,,
"Senior Relationship Manager, Commercial Banking",Gerente,,
Senior Relationship Manager. Commercial Banking,Gerente,Comercial,
Senior Researcher,Gerente,,
Senior Resource Manager,Gerente,,
Senior Retail Asset Manager,Gerente,,
Senior Retail Manager,Gerente,,
Senior Revenue Growth Manager,Gerente,Bienes Raices,
Senior Revenue Manager,Gerente,,
Senior Revenue Manager - Mexico City Luxury Hotels,Gerente,,
Senior Risk Consultant,Gerente,Administración,Riesgo
Senior Risk Consultant AVP,Director General,Administración,Riesgo
Senior Risk Manager Consultant,Gerente,Administración,Riesgo
Senior Risk Manager Coordinator,Gerente,Administración,Riesgo
Senior Risk Manager LatAm,Gerente,Administración,Riesgo
Senior Risk Modeling Analysis Manager,Gerente,Administración,Riesgo
Senior S&OP  Demand Planning  Manager,Gerente,,
Senior Sales & Commercial Manager,Gerente,Comercial,Ventas
Senior Sales & Marketing Controller,Gerente,Marketing,
"Senior Sales & New Business Acquisition Manager, Uber Delivery",Gerente,Comercial,Ventas
Senior Sales & Proposal Manager - OFS,Gerente,Comercial,Ventas
Senior Sales Account Director,Director,Comercial,Ventas
Senior Sales Account Executive,Ejecutivo,Comercial,Ventas
Senior Sales Agent,,Comercial,Ventas
Senior Sales and Proposals Manager - Bently Nevada,Gerente,Comercial,Ventas
Senior Sales Area Manager; Mexico,Gerente,Comercial,Ventas
Senior Sales Category Manager,Gerente,Comercial,Ventas
Senior Sales Coordinator,Gerente,Comercial,Ventas
Senior Sales Corporative,Director,Comercial,Ventas
Senior Sales Development Manager,Gerente,Comercial,Ventas
Senior Sales Director,Director,Comercial,Ventas
Senior Sales Director at Belcorp Mexico,Director,Comercial,Ventas
Senior Sales Director LATAM,Director,Comercial,Ventas
Senior Sales Director. Multi-Industry Key Accounts,Director,,
Senior Sales Engineer,,Comercial,Ventas
Senior Sales Executive,Gerente,Comercial,Ventas
Senior Sales Executive Latam en Wavy Global,Ejecutivo,Comercial,Ventas
Senior Sales Leader,Gerente,Comercial,Ventas
Senior Sales Manager,Gerente,Comercial,Ventas
Senior Sales Manager - Decision Analytics México,Gerente,Comercial,Ventas
Senior Sales Manager - Haircare Walmart Mexico,Gerente,Comercial,Ventas
Senior Sales Manager (B2B/B2C),Gerente,Comercial,Ventas
Senior Sales Manager (LATAM),Gerente,Comercial,Ventas
Senior Sales Manager / Gerente de Ventas,Gerente,Comercial,Ventas
Senior Sales Manager ASO México Marca Hilton,Gerente,Comercial,Ventas
Senior Sales Manager Banking & Financial Services,Gerente,Comercial,Ventas
Senior Sales Manager Buyside,Gerente,Comercial,Ventas
Senior Sales Manager Digital Distribution MX & LATAM,Gerente,Comercial,Ventas
Senior Sales Manager LATAM North,Gerente,Comercial,Ventas
Senior Sales Manager Lead,Gerente,Comercial,Ventas
"Senior Sales Manager Mexico & Central America, Fire Protection Products",Gerente,Comercial,Ventas
Senior Sales Manager MX & CR,Gerente,Comercial,Ventas
Senior Sales Manager Querétaro,Gerente,Comercial,Ventas
Senior Sales Manager Turbomachinery & Process Solutions,Gerente,Comercial,Ventas
Senior Sales Manager Wal-Mart Clubs,Gerente,Comercial,Ventas
"Senior Sales Manager, Global Sales at DSV Air & Sea",Gerente,Comercial,Ventas
"Senior Sales Manager, Rapid Diagnostics",Gerente,Comercial,Ventas
Senior Sales Operations Business Partner,Director,Comercial,Ventas
Senior Sales Ops Manager,Gerente,Comercial,Ventas
Senior Sales Supervisor,Gerente,Comercial,Ventas
Senior Sales Support Manager,Gerente,Comercial,Ventas
Senior Sales Support Manager for Mexico Caribbean and Central America,Gerente,Comercial,Ventas
Senior Sales Vice President,Director,Comercial,Ventas
Senior Scientist/Project Manager,Gerente,,
Senior Security Manager,Gerente,,Seguridad
Senior Security Manager Mexico,Gerente,,Seguridad
Senior Service Delivery Manager,Gerente,,
Senior Service Manager,Gerente,,
Senior Site Activation Manager,Gerente,,
Senior Site Leader,Gerente,,
Senior site manager,Gerente,,
"Senior Software Development Manager for Self Service Equipment (Sub director), HSBC Mexico",Director,,
Senior Software Engineer,,,
"Senior Software Engineer, Backend",,,
Senior Software Engineering Manager,Gerente,,Ingeniería
Senior Software Engineering Manager.  Scrum Master,Gerente,,Ingeniería
Senior Software Quality Assurance Manager,Gerente,Operaciones,Calidad
Senior Solution Manager,Gerente,,
Senior Solutions Analyst,,,Análisis
Senior Solutions Architect,Gerente,,
Senior Solutions Engineer Advertising & CX,,,
Senior Solutions Marketing Manager,Gerente,Marketing,
Senior Sourcing Manager,Gerente,,
Senior Sourcing Manager -Metallics,Gerente,Gerente,Tecnología
Senior Sourcing Manager Raw Materials,Gerente,,
Senior Sourcing Specialist,Gerente,,
Senior Specialist of Business Development,Gerente,Comercial,Ventas
Senior Specialist Sourcing LAA,Gerente,,
Senior Steam Sales Manager,Gerente,Comercial,Ventas
Senior Store Manager,Gerente,Comercial,Tienda
Senior Strategic Account Manager/ Oncology Sales Specialist,Gerente,Comercial,Ventas
Senior Strategic Buyer,Gerente,Administración,Compras
Senior Strategic Buyer - Indirect Procurement,Gerente,Administración,Compras
Senior Strategic Buyer (Direct Materials),,,
Senior Strategic Buyer / Comprador Senior / Procurement /,Gerente,Administración,Compras
Senior Strategic Ingredients Buyer,,,
Senior Strategic Planner,Gerente,,
Senior Strategic Procurement Manager,Gerente,,
Senior Strategy & Analytics Manager - LatAm Rider Central Operations,Gerente,Operaciones,Análisis
Senior Strategy & Corporate Development Manager,Gerente,Comercial,Investigación y Desarrollo
Senior Strategy and Trend Consultant,Gerente,,Estrategia
Senior Strategy Consultant,Gerente,,
Senior Success Manager for Marketing Cloud,Gerente,Marketing,
Senior Supervisor,Gerente,,Análisis
"Senior Supervisor of economic evaluation in oil & gas production, commercial and financial divisions",Gerente,Finanzas,
Senior Supervisor Time Warner North Texas,Gerente,,
Senior Supply Chain & Production Manager,Gerente,Operaciones,LOgística
Senior Supply Chain Analyst,,Operaciones,LOgística
Senior Supply Chain and Quality Manager,Gerente,Operaciones,LOgística
Senior Supply Chain Director,Director,Operaciones,LOgística
Senior Supply Chain Manager,Gerente,Operaciones,LOgística
Senior Supply Chain Manager Mexico,Gerente,Operaciones,LOgística
Senior Supply Chain Planner,Gerente,Operaciones,LOgística
Senior Supply Network Planner & Demand Supervisor,Gerente,Operaciones,LOgística
Senior System Engineer Devops,,,
Senior Talent Acquisition Partner,,Recursos Humanos,Reclutamiento
Senior Talent Acquisition Specialist - Ecommerce,Gerente,Marketing,E-Commerce
Senior Talent Acquisition Specialist & Talent Attraction Manager,Gerente,Recursos Humanos,Reclutamiento
Senior Talent and Development  Manager,Gerente,Recursos Humanos,Reclutamiento
Senior Tax Counsel,Gerente,,
Senior Tax Lawyer,Gerente,Jurídico,Abogado
Senior Tax Manager,Gerente,Bienes Raices,
Senior Tax Manager at Mars,Gerente,,
Senior Tax Manager Global Mobility Services at PwC México,Gerente,,
"Senior Tax Manager Mexico, Centro America and Caribbean",Gerente,,
Senior Team Lead Partner Business Development,Director,Comercial,Ventas
Senior Team Manager,Gerente,,
Senior Technical Director for Health Financing,Director,Finanzas,
Senior Technical Product Owner,Gerente,Marketing,Product Owner
Senior Territory Business Manager,Gerente,,
Senior Territory Sales Manager,Gerente,Comercial,Ventas
Senior Test Manager,Gerente,,
Senior Trade Lane Manager Asia to Latin America,Gerente,,
Senior Trade Manager,Gerente,,
Senior Trade Marketing Manager,Gerente,Marketing,Trade
Senior Trade Marketing Manager - Oral Care,Gerente,Marketing,Trade
Senior Trade Marketing Manager OTC,Gerente,Marketing,Trade
Senior Training Manager Mexico,Gerente,Recursos Humanos,Capacitación
Senior Transfer Pricing Manager,Gerente,,
Senior Transition Manager Operation,Gerente,Operaciones,
senior travel advisor,Gerente,,
Senior Travel Counselor,Gerente,,
Senior Treasurer,,Finanzas,Tesorería
Senior Treasury Analyst,,Finanzas,Tesorería
Senior Treasury and Income Manager,Gerente,Finanzas,Tesorería
Senior Treasury Manager,Gerente,Finanzas,Tesorería
Senior Underwriting Manager,Gerente,,
Senior User Experience Designer,Gerente,,Marketing
Senior Ux Designer,,,
Senior UX/UI Designer,,,
Senior Vendor Manager,Gerente,Dirección General,Dirección General
Senior Vice President,Director,Dirección General,Dirección General
Senior Vice President - Account Director,Director,Comercial,Cuentas
Senior Vice President - Commercial Subsidiaries Group Head for Mexico - Citi Commercial Bank (CCB),Director,Comercial,Comercial
Senior Vice President - Financial Inclusion,Director,Finanzas,
Senior Vice President - Global Sales,Director General,Comercial,Ventas
Senior Vice President - Head of Transactions,Director,Dirección General,Dirección General
Senior Vice President (Fraud Risk - Process Integration),Director,Administración,Riesgo
Senior Vice President / Data & Analytics,Director,Marketing,Data Analysis
Senior Vice President / Director Regional Patrimonial Mercado Metropolitana Centro,Director,Marketing,
Senior Vice President / New Business Leader,Director,,Negocios
SENIOR VICE PRESIDENT & MANAGING DIRECTOR LATAM,Director,,Dirección General
Senior Vice President and General Manager Latin America Operations,Director General,Dirección General,Operaciones
Senior Vice President at Asset Management and C&V,Director General,,
Senior Vice President Business Development,Director,Comercial,Ventas
Senior Vice President Business Strategy and Transformation,Director,Operaciones,Transformacion Digital
Senior Vice President Control Retail,Director,Dirección General,Dirección General
Senior Vice President CRS,Director,Dirección General,Dirección General
Senior Vice President Digital Banking and Marketing,Director,Marketing,Digital
Senior Vice President Distribution and Networks Mexico and US Hispanic,Director,Comercial,Ventas
"Senior Vice President Ethics & Compliance, Mexico and LatAm Liaison",Director,Jurídico,Compliance
Senior Vice President Export Financing,Director,Finanzas,
Senior Vice President Finance Transformation,Director General,Finanzas,
Senior Vice President Fraud Risk Detection & Monitoring,Director,Administración,Riesgo
Senior Vice President Full Price,Director,Dirección General,Dirección General
Senior Vice President IBCO (In Business Control Officer),Director,Comercial,Negocios
Senior Vice President Industrial and Logistics,Director,Operaciones,Logística
Senior Vice President International Marketing & Growth - Streaming - Paramount+ & Pluto TV,Director,Marketing,
Senior Vice President Latin America,Director,,Dirección General
Senior Vice President Marketing and Distribution Latin America,Director General,Marketing,
Senior Vice President Marketing Business Development,Director,Marketing,
Senior Vice President National Sales at PepsiCo Mexico Foods,Director,Comercial,Ventas
Senior Vice President Of Corporate Development,Director,Comercial,Desarrollo
Senior Vice president of Operations Cash Management,Director General,Operaciones,
"Senior Vice President of Planning, Strategy and New Business",Director,Comercial,Negocios
Senior Vice President Of Product Development,Director,Comercial,Desarrollo
Senior Vice President Of Reputational Risk in Mexico and Latam,Director,Administración,Riesgo
Senior Vice President of Sales,Director,Comercial,Ventas
Senior Vice President of Sales at PepsiCo Mexico Foods,Director,Comercial,Ventas
Senior Vice President Of Technology,Director General,Tecnología,
Senior Vice President of Wealth Management,Director,Dirección General,Dirección General
Senior Vice President Operations & Business Affairs,Director,Operaciones,
Senior Vice President Product Compliance Risk Management TTS Head Mexico,Director,Jurídico,Compliance
Senior Vice President Risk Control,Director,Administración,Riesgo
Senior Vice President Risk Management,Director,Administración,Riesgo
Senior Vice President Sales - Payroll Banking (Corporate and Investment Bank + Citi Commercial Bank),Director,Comercial,Ventas
Senior Vice President Sanctions Compliance,Director General,Director,Jurídico
Senior Vice President Strategy,Director,Dirección General,Dirección General
Senior Vice President Strategy Business Development,Director,Comercial,Ventas
Senior Vice President Treaty,Director,,
"Senior Vice President, Head Mexico and Latin America Regional Command Center¬¥s",Director,Comercial,Ventas
"Senior Vice President, Logistics Services at Odyssey Logistics Mexico",Director,Operaciones,Logística
"Senior Vice President, Managing Partner",Director General,,
"Senior Vice President, Marketing & Innovation Diageo México",Director,Marketing,
"Senior Vice President, Regional Change and Transformation leader",Director,Operaciones,Transformacion Digital
"Senior Vice President, San Diego Branch manager",Director,Dirección General,Dirección General
Senior Vice President. Digital,Director,Marketing,
Senior Vice Presidentin Marketing,Director,Marketing,
Senior Vice Presiident,Director,Dirección General,Dirección General
Senior Vicepresident,Director,Dirección General,Dirección General
Senior Vicepresident Real Estate Development and M&A,Director,Comercial,Investigación y Desarrollo
Senior Vicepresident Structural Engineering and Construction Management,Director,Dirección General,Dirección General
Senior Vicepresidente de Finanzas,Director,Finanzas,
Senior Video Editor,Gerente,,
Senior Visual Editor / The Creative Group,Gerente,Marketing,Creativo
Senior VP,Gerente,Comercial,Ventas
Senior VP China & NE Asia Danone Waters,Gerente,,
Senior VP Comercial de Seguros Canales Masivos,Director,Comercial,Comercial
Senior VP Desarrollo de Negocios y Transformacion LATAM,Gerente,Operaciones,Transformacion Digital
